latitude,longtitude,depth,temperature,time
,,5.849,19.4,1685091844741
,,5.828,19.4,1685091844808
,,5.890,19.4,1685091844881
,,6.015,19.4,1685091844951
47.32909166666666,4.086844999999999,6.099,0.0,1685091845000
,,6.099,19.4,1685091845021
,,6.203,19.4,1685091845091
,,6.213,19.4,1685091845161
,,6.244,19.4,1685091845231
,,6.026,19.4,1685091845301
,,5.932,19.4,1685091845371
,,5.942,19.4,1685091845441
,,5.953,19.4,1685091845512
,,6.057,19.4,1685091845581
,,6.036,19.4,1685091845651
,,5.890,19.4,1685091845721
,,5.703,19.4,1685091845791
,,5.609,19.4,1685091845861
,,5.568,19.4,1685091845931
47.32908666666667,4.086846666666667,5.578,0.0,1685091846000
,,5.578,19.4,1685091846001
,,5.578,19.4,1685091846071
,,5.630,19.4,1685091846141
,,5.630,19.4,1685091846211
,,5.609,19.4,1685091846281
,,5.589,19.4,1685091846351
,,5.516,19.4,1685091846421
,,5.516,19.4,1685091846491
,,5.495,19.4,1685091846561
,,5.516,19.4,1685091846631
,,5.484,19.4,1685091846701
,,5.474,19.4,1685091846771
,,5.464,19.4,1685091846841
,,5.464,19.4,1685091846911
,,5.453,19.4,1685091846981
,,5.370,19.4,1685091847051
,,5.328,19.4,1685091847122
,,5.422,19.4,1685091847193
,,5.589,19.4,1685091847261
,,5.765,19.4,1685091847331
,,5.922,19.4,1685091847401
,,6.057,19.4,1685091847470
,,6.067,19.4,1685091847541
,,6.078,19.4,1685091847611
,,6.109,19.4,1685091847681
,,6.161,19.4,1685091847751
,,6.296,19.4,1685091847821
,,6.317,19.4,1685091847891
,,6.390,19.4,1685091848095
,,6.296,19.4,1685091848122
,,6.151,19.4,1685091848306
,,5.974,19.4,1685091848331
,,5.838,19.4,1685091848331
,,5.828,19.4,1685091848461
,,6.005,19.4,1685091848488
,,6.171,19.4,1685091848648
,,6.182,19.4,1685091848676
,,6.182,19.4,1685091848835
,,6.109,19.4,1685091848859
47.32905833333333,4.086885,6.265,0.0,1685091849000
,,6.265,19.4,1685091849027
,,6.223,19.4,1685091849221
,,6.244,19.4,1685091849392
,,6.338,19.4,1685091849418
,,6.452,19.4,1685091849572
,,6.577,19.4,1685091849595
,,6.525,19.4,1685091849904
,,6.359,19.4,1685091849927
,,6.192,19.4,1685091849956
,,6.109,19.4,1685091850108
,,6.078,19.4,1685091850137
,,6.140,19.4,1685091850137
,,6.067,19.4,1685091850279
,,5.953,19.4,1685091850463
,,5.911,19.4,1685091850489
,,5.890,19.4,1685091850490
,,5.849,19.4,1685091850645
,,5.807,19.4,1685091850672
,,5.818,19.4,1685091850831
,,6.015,19.4,1685091850858
,,6.140,19.4,1685091850858
,,6.192,19.4,1685091851014
,,6.203,19.4,1685091851042
,,6.088,19.4,1685091851069
,,6.067,19.4,1685091851199
,,6.203,19.4,1685091851227
,,6.307,19.4,1685091851384
,,6.411,19.4,1685091851410
,,6.494,19.4,1685091851411
,,6.556,19.4,1685091851569
,,6.567,19.4,1685091851593
,,6.359,19.4,1685091851624
,,6.244,19.4,1685091851670
,,6.244,19.4,1685091851741
,,6.307,19.4,1685091851881
,,6.432,19.4,1685091851951
,,6.473,19.4,1685091852023
,,6.348,19.4,1685091852093
,,6.255,19.4,1685091852160
,,6.151,19.4,1685091852513
,,6.036,19.4,1685091852583
,,5.963,19.4,1685091852653
,,5.984,19.4,1685091852723
,,6.067,19.4,1685091852790
,,6.057,19.4,1685091853003
,,6.067,19.4,1685091853073
,,6.057,19.4,1685091853143
,,6.057,19.4,1685091853213
,,6.203,19.4,1685091853283
,,6.442,19.4,1685091853353
,,6.598,19.4,1685091853493
,,6.619,19.4,1685091853563
,,6.650,19.4,1685091853633
,,6.692,19.4,1685091853703
,,6.723,19.4,1685091853773
,,6.765,19.4,1685091853843
,,6.775,19.4,1685091853915
,,6.817,19.4,1685091853983
,,6.848,19.4,1685091854053
,,6.806,19.4,1685091854123
,,6.640,19.4,1685091854193
,,6.400,19.4,1685091854262
,,6.234,19.4,1685091854334
,,6.213,19.4,1685091854403
,,6.317,19.4,1685091854472
,,6.400,19.4,1685091854543
,,6.421,19.4,1685091854613
,,6.379,19.4,1685091854683
,,6.307,19.4,1685091854753
,,6.255,19.4,1685091854823
,,6.203,19.4,1685091854893
,,6.182,19.4,1685091854963
,,6.338,19.4,1685091855033
,,6.546,19.4,1685091855103
,,6.629,19.4,1685091855172
,,6.567,19.4,1685091855242
,,6.442,19.4,1685091855312
,,6.359,19.4,1685091855382
,,6.327,19.4,1685091855452
,,6.484,19.4,1685091855523
,,6.598,19.4,1685091855593
,,6.650,19.4,1685091855663
,,6.598,19.4,1685091855733
,,6.515,19.4,1685091855803
,,6.432,19.4,1685091855873
,,6.432,19.4,1685091855943
,,6.525,19.4,1685091856014
,,6.650,19.4,1685091856083
,,6.702,19.4,1685091856153
,,6.671,19.4,1685091856222
,,6.598,19.4,1685091856292
,,6.473,19.4,1685091856362
,,6.390,19.4,1685091856432
,,6.411,19.4,1685091856503
,,6.463,19.4,1685091856573
,,6.463,19.4,1685091856643
,,6.400,19.6,1685091856713
,,6.286,19.6,1685091856783
,,6.182,19.6,1685091856853
,,6.171,19.6,1685091856923
,,6.338,19.6,1685091856994
,,6.515,19.6,1685091857061
,,6.577,19.6,1685091857132
,,6.556,19.6,1685091857202
,,6.484,19.6,1685091857272
,,6.432,19.6,1685091857343
,,6.504,19.6,1685091857412
,,6.713,19.6,1685091857483
,,6.889,19.6,1685091857553
,,7.046,19.6,1685091857623
,,7.056,19.6,1685091857696
,,6.900,19.6,1685091857908
,,6.702,19.6,1685091857936
,,6.536,19.6,1685091857937
,,6.588,19.6,1685091858061
,,6.754,19.6,1685091858089
,,6.921,19.6,1685091858212
,,6.952,19.6,1685091858240
,,6.858,19.6,1685091858271
,,6.660,19.6,1685091858397
,,6.484,19.6,1685091858425
,,6.348,19.6,1685091858582
,,6.327,19.6,1685091858609
,,6.411,19.6,1685091858637
,,6.525,19.6,1685091858763
,,6.619,19.6,1685091858791
,,6.640,19.6,1685091858947
,,6.556,19.6,1685091858974
,,6.515,19.6,1685091858974
,,6.494,19.6,1685091859131
,,6.473,19.6,1685091859157
,,6.494,19.6,1685091859187
,,6.473,19.6,1685091859315
,,6.515,19.6,1685091859340
,,6.567,19.6,1685091859500
,,6.525,19.6,1685091859524
,,6.452,19.6,1685091859525
,,6.379,19.6,1685091859706
,,6.275,19.4,1685091859733
,,6.223,19.4,1685091859768
,,6.182,19.4,1685091859875
,,6.171,19.4,1685091859902
,,6.203,19.4,1685091859934
,,6.203,19.4,1685091860003
,,6.171,19.4,1685091860072
,,6.088,19.4,1685091860142
,,5.984,19.4,1685091860212
,,5.932,19.4,1685091860282
,,5.953,19.4,1685091860352
,,6.015,19.4,1685091860420
,,6.099,19.4,1685091860490
,,6.109,19.4,1685091860563
,,6.161,19.4,1685091860632
,,6.151,19.4,1685091860710
,,6.161,19.4,1685091860772
,,6.203,19.4,1685091860842
,,6.203,19.4,1685091860913
,,6.213,19.4,1685091860982
,,6.213,19.4,1685091861052
,,6.192,19.4,1685091861122
,,6.140,19.4,1685091861196
,,6.078,19.4,1685091861262
,,6.057,19.4,1685091861332
,,6.067,19.4,1685091861403
,,6.088,19.4,1685091861472
,,6.078,19.4,1685091861542
,,6.036,19.4,1685091861612
,,6.046,19.4,1685091861680
,,6.046,19.4,1685091861750
,,6.005,19.4,1685091861823
,,6.026,19.4,1685091861890
,,6.036,19.4,1685091861960
,,6.057,19.4,1685091862030
,,6.099,19.4,1685091862100
,,6.119,19.4,1685091862170
,,6.109,19.4,1685091862240
,,6.109,19.4,1685091862310
,,6.109,19.4,1685091862381
,,6.130,19.4,1685091862450
,,6.161,19.4,1685091862520
,,6.151,19.4,1685091862590
,,6.140,19.4,1685091862660
,,6.099,19.4,1685091862730
,,6.099,19.4,1685091862800
,,6.078,19.4,1685091862870
,,6.067,19.4,1685091862944
,,6.036,19.4,1685091863010
,,6.026,19.4,1685091863080
,,6.036,19.4,1685091863150
,,6.026,19.4,1685091863290
,,6.005,19.4,1685091863360
,,6.005,19.4,1685091863436
,,5.974,19.4,1685091863502
,,6.015,19.4,1685091863575
,,6.005,19.4,1685091863643
,,6.005,19.4,1685091863710
,,5.984,19.4,1685091863781
,,5.984,19.4,1685091863850
,,6.026,19.4,1685091863920
,,6.026,19.4,1685091863990
,,6.036,19.4,1685091864060
,,6.057,19.4,1685091864130
,,6.057,19.4,1685091864200
,,6.057,19.4,1685091864270
,,6.057,19.4,1685091864340
,,6.036,19.4,1685091864412
,,6.057,19.4,1685091864482
,,6.057,19.4,1685091864552
,,6.067,19.4,1685091864622
,,6.067,19.4,1685091864693
,,6.026,19.4,1685091864762
,,6.026,19.4,1685091864832
,,6.015,19.4,1685091864903
,,6.026,19.4,1685091864972
,,6.057,19.4,1685091865042
,,6.078,19.4,1685091865112
,,6.099,19.4,1685091865182
,,6.109,19.4,1685091865252
,,6.130,19.4,1685091865325
,,6.119,19.4,1685091865395
,,6.109,19.4,1685091865465
,,6.119,19.4,1685091865538
,,6.151,19.4,1685091865605
,,6.161,19.4,1685091865676
,,6.213,19.6,1685091865746
,,6.244,19.6,1685091865815
,,6.286,19.6,1685091865885
,,6.338,19.6,1685091866025
,,6.379,19.6,1685091866052
,,6.421,19.6,1685091866209
,,6.400,19.6,1685091866234
,,6.421,19.6,1685091866264
,,6.421,19.6,1685091866392
,,6.421,19.6,1685091866420
,,6.400,19.6,1685091866600
,,6.411,19.6,1685091866623
,,6.390,19.6,1685091866947
,,6.327,19.6,1685091866970
,,6.296,19.6,1685091867128
,,6.255,19.6,1685091867153
,,6.223,19.6,1685091867153
,,6.192,19.6,1685091867316
,,6.213,19.6,1685091867339
,,6.203,19.6,1685091867368
,,6.192,19.6,1685091867499
,,6.161,19.6,1685091867523
,,6.140,19.6,1685091867681
,,6.078,19.6,1685091867704
,,6.046,19.6,1685091867830
,,6.088,19.6,1685091867853
,,6.109,19.6,1685091867883
,,6.171,19.6,1685091868014
,,6.255,19.6,1685091868038
,,6.296,19.6,1685091868068
,,6.327,19.6,1685091868198
,,6.359,19.6,1685091868222
,,6.348,19.6,1685091868398
,,6.317,19.6,1685091868398
,,6.348,19.6,1685091868453
,,6.327,19.6,1685091868572
,,6.317,19.6,1685091868600
,,6.275,19.6,1685091868630
,,6.234,19.6,1685091868755
,,6.171,19.6,1685091868784
,,6.151,19.6,1685091868940
,,6.119,19.6,1685091868967
,,6.088,19.6,1685091868967
,,6.015,19.6,1685091869124
,,5.994,19.6,1685091869151
,,6.026,19.6,1685091869309
,,5.984,19.6,1685091869335
,,5.994,19.6,1685091869336
,,6.015,19.6,1685091869501
,,6.067,19.6,1685091869529
,,6.109,19.6,1685091869595
,,6.140,19.6,1685091869665
,,6.171,19.6,1685091869735
,,6.223,19.6,1685091869805
,,6.307,19.6,1685091869875
,,6.369,19.6,1685091869945
,,6.379,19.6,1685091870015
,,6.348,19.6,1685091870085
,,6.348,19.6,1685091870155
,,6.348,19.6,1685091870225
,,6.317,19.6,1685091870295
,,6.213,19.6,1685091870365
,,6.161,19.6,1685091870435
,,6.099,19.6,1685091870506
,,6.015,19.6,1685091870573
,,5.984,19.6,1685091870643
,,5.922,19.6,1685091870713
,,5.953,19.6,1685091870784
,,5.901,19.6,1685091870853
,,5.932,19.6,1685091870923
,,5.942,19.6,1685091870993
,,5.922,19.6,1685091871063
,,5.953,19.6,1685091871133
,,6.046,19.6,1685091871203
,,6.099,19.6,1685091871273
,,6.182,19.6,1685091871345
,,6.307,19.6,1685091871415
,,6.348,19.6,1685091871485
,,6.327,19.6,1685091871555
,,6.296,19.6,1685091871625
,,6.348,19.6,1685091871696
,,6.286,19.6,1685091871765
,,6.265,19.6,1685091871835
,,6.234,19.6,1685091871906
,,6.223,19.6,1685091871977
,,6.182,19.6,1685091872128
,,6.161,19.6,1685091872345
,,6.130,19.6,1685091872367
,,6.099,19.6,1685091872367
,,6.005,19.6,1685091872553
,,6.015,19.6,1685091872580
,,5.994,19.6,1685091872607
,,5.974,19.6,1685091872735
,,6.088,19.6,1685091872763
,,6.130,19.6,1685091872792
,,6.213,19.6,1685091872940
,,6.244,19.6,1685091872967
,,6.255,19.6,1685091872967
,,6.244,19.6,1685091873123
,,6.244,19.6,1685091873151
,,6.265,19.6,1685091873181
,,6.286,19.6,1685091873307
,,6.275,19.6,1685091873334
,,6.286,19.6,1685091873495
,,6.255,19.6,1685091873519
,,6.182,19.6,1685091873519
,,6.130,19.6,1685091873680
,,6.078,19.6,1685091873709
,,6.046,19.6,1685091873869
,,6.088,19.6,1685091873897
,,6.130,19.6,1685091873924
,,6.140,19.6,1685091874048
,,6.140,19.6,1685091874072
,,6.234,19.6,1685091874101
,,6.213,19.6,1685091874233
,,6.244,19.6,1685091874261
,,6.255,19.6,1685091874416
,,6.255,19.6,1685091874445
,,6.255,19.6,1685091874445
,,6.286,19.6,1685091874600
,,6.255,19.6,1685091874628
,,6.234,19.6,1685091874658
,,6.182,19.6,1685091874784
,,6.192,19.6,1685091874812
,,6.192,19.6,1685091874994
,,6.140,19.6,1685091875018
,,6.026,19.6,1685091875045
,,6.005,19.6,1685091875158
,,5.994,19.6,1685091875183
,,5.901,19.6,1685091875213
,,5.828,19.6,1685091875342
,,5.786,19.6,1685091875367
,,5.786,19.6,1685091875526
,,5.797,19.6,1685091875553
,,5.922,19.6,1685091875576
,,5.911,19.6,1685091875711
,,5.901,19.6,1685091875734
,,5.922,19.6,1685091875764
,,6.067,19.6,1685091875895
,,6.088,19.6,1685091875919
,,6.130,19.6,1685091876105
,,6.244,19.6,1685091876131
,,6.307,19.6,1685091876162
,,6.296,19.6,1685091876186
,,6.296,19.6,1685091876245
,,6.286,19.6,1685091876315
,,6.213,19.6,1685091876385
,,6.171,19.6,1685091876455
,,6.140,19.6,1685091876525
,,6.067,19.6,1685091876595
,,5.953,19.6,1685091876665
,,5.911,19.6,1685091876805
,,5.890,19.6,1685091876873
,,5.849,19.6,1685091876943
,,5.807,19.6,1685091877013
,,5.786,19.6,1685091877086
,,5.786,19.6,1685091877156
,,5.797,19.6,1685091877226
,,5.849,19.6,1685091877300
,,5.838,19.6,1685091877363
,,5.849,19.6,1685091877432
,,5.953,19.6,1685091877503
,,5.994,19.6,1685091877573
,,6.026,19.6,1685091877643
,,6.026,19.6,1685091877713
,,5.994,19.6,1685091877783
,,5.974,19.6,1685091877853
,,5.994,19.6,1685091877923
,,5.911,19.6,1685091877993
,,5.870,19.6,1685091878062
,,5.838,19.6,1685091878134
,,5.818,19.6,1685091878203
,,5.786,19.6,1685091878272
,,5.672,19.6,1685091878342
,,5.661,19.6,1685091878431
,,5.672,19.6,1685091878483
,,5.672,19.6,1685091878553
,,5.745,19.6,1685091878624
,,5.734,19.6,1685091878693
,,5.765,19.6,1685091878763
,,5.870,19.6,1685091878833
,,5.911,19.6,1685091878902
,,5.922,19.6,1685091878973
,,5.932,19.6,1685091879201
,,5.922,19.6,1685091879229
,,6.015,19.6,1685091879258
,,6.026,19.6,1685091879409
,,6.005,19.6,1685091879432
,,5.963,19.6,1685091879432
,,5.911,19.6,1685091879597
,,5.901,19.6,1685091879626
,,5.880,19.6,1685091879626
,,5.786,19.6,1685091879993
,,5.755,19.6,1685091880016
,,5.755,19.6,1685091880045
,,5.703,19.6,1685091880174
,,5.713,19.6,1685091880200
,,5.682,19.6,1685091880357
,,5.682,19.6,1685091880382
,,5.682,19.6,1685091880382
,,5.713,19.6,1685091880541
,,5.682,19.6,1685091880565
,,5.630,19.6,1685091880596
,,5.620,19.6,1685091880725
,,5.599,19.6,1685091880749
,,5.589,19.6,1685091880910
,,5.578,19.6,1685091880936
,,5.589,19.6,1685091880936
,,5.776,19.6,1685091881656
,,5.922,19.6,1685091881840
,,6.046,19.6,1685091881885
,,6.161,19.6,1685091881885
,,6.296,19.6,1685091882023
,,6.432,19.6,1685091882050
,,6.494,19.6,1685091882079
,,6.525,19.6,1685091882208
,,6.608,19.6,1685091882230
,,6.619,19.6,1685091882392
,,6.608,19.6,1685091882414
,,6.598,19.6,1685091882443
,,6.359,19.6,1685091882575
,,6.119,19.6,1685091882598
,,5.953,19.6,1685091882627
,,5.755,19.6,1685091882791
,,5.578,19.6,1685091882791
,,5.370,19.6,1685091882965
,,5.328,19.6,1685091882992
,,5.276,19.6,1685091882992
,,5.120,19.6,1685091883048
,,5.089,19.6,1685091883100
,,5.068,19.6,1685091883170
,,5.047,19.6,1685091883240
,,5.162,19.6,1685091883310
,,5.287,19.6,1685091883380
,,5.401,19.6,1685091883450
,,5.516,19.6,1685091883523
,,5.651,19.6,1685091883595
,,5.797,19.6,1685091883665
,,5.828,19.6,1685091883736
,,5.849,19.6,1685091883805
,,5.838,19.6,1685091883875
,,5.828,19.6,1685091883945
,,5.776,19.6,1685091884015
,,5.724,19.6,1685091884085
,,5.641,19.6,1685091884155
,,5.568,19.6,1685091884225
,,5.526,19.6,1685091884295
,,5.495,19.6,1685091884365
,,5.453,19.6,1685091884435
,,5.401,19.6,1685091884505
,,5.349,19.6,1685091884575
,,5.287,19.6,1685091884645
,,5.235,19.6,1685091884713
,,5.183,19.6,1685091884783
,,5.235,19.6,1685091884853
,,5.224,19.6,1685091884923
,,5.235,19.6,1685091884993
,,5.245,19.6,1685091885063
,,5.245,19.6,1685091885203
,,5.256,19.6,1685091885273
,,5.266,19.6,1685091885343
,,5.276,19.6,1685091885413
,,5.287,19.6,1685091885483
,,5.339,19.6,1685091885553
,,5.380,19.6,1685091885623
,,5.391,19.6,1685091885693
,,5.370,19.6,1685091885763
,,5.412,19.6,1685091885833
,,5.443,19.6,1685091885903
,,5.422,19.6,1685091885974
,,5.401,19.6,1685091886043
,,5.391,19.6,1685091886113
,,5.401,19.6,1685091886183
,,5.422,19.6,1685091886253
,,5.401,19.6,1685091886323
,,5.432,19.6,1685091886393
,,5.412,19.6,1685091886463
,,5.432,19.6,1685091886535
,,5.432,19.6,1685091886605
,,5.391,19.6,1685091886676
,,5.339,19.6,1685091886745
,,5.360,19.6,1685091886815
,,5.391,19.6,1685091886885
,,5.432,19.6,1685091886955
,,5.432,19.6,1685091887025
,,5.443,19.6,1685091887095
,,5.432,19.6,1685091887165
,,5.401,19.6,1685091887235
,,5.432,19.6,1685091887305
,,5.432,19.6,1685091887375
,,5.422,19.6,1685091887445
,,5.422,19.6,1685091887515
,,5.443,19.6,1685091887585
,,5.453,19.6,1685091887655
,,5.484,19.6,1685091887829
,,5.484,19.6,1685091887856
,,5.495,19.6,1685091887885
,,5.474,19.6,1685091888011
,,5.516,19.6,1685091888039
,,5.516,19.6,1685091888185
,,5.484,19.6,1685091888212
,,5.495,19.6,1685091888352
,,5.495,19.6,1685091888379
,,5.557,19.6,1685091888409
,,5.568,19.6,1685091888534
,,5.526,19.6,1685091888562
,,5.516,19.6,1685091888592
,,5.495,19.6,1685091888719
,,5.568,19.6,1685091888747
,,5.682,19.6,1685091888904
,,5.849,19.6,1685091889276
,,5.994,19.6,1685091889462
,,6.119,19.6,1685091889489
,,6.213,19.6,1685091889513
,,6.296,19.6,1685091889642
,,6.369,19.6,1685091889665
,,6.567,19.6,1685091890040
,,6.577,19.6,1685091890110
,,6.577,19.6,1685091890180
,,6.765,19.6,1685091890318
,,6.640,19.6,1685091890456
,,6.473,19.6,1685091890526
,,6.442,19.6,1685091890596
,,6.223,19.6,1685091890736
,,6.036,19.6,1685091890806
,,5.953,19.6,1685091890874
,,5.880,19.6,1685091890944
,,5.776,19.6,1685091891014
,,5.568,19.6,1685091891084
,,5.578,19.6,1685091891154
,,5.526,19.6,1685091891224
,,5.287,19.6,1685091891296
,,5.339,19.6,1685091891366
,,5.380,19.6,1685091891436
,,5.266,19.6,1685091891506
,,5.412,19.6,1685091891576
,,5.620,19.6,1685091891646
,,5.724,19.6,1685091891716
,,5.703,19.6,1685091891787
,,5.693,19.6,1685091891856
,,5.724,19.6,1685091891926
,,5.661,19.6,1685091891994
,,5.568,19.6,1685091892064
,,5.641,19.6,1685091892134
,,5.630,19.6,1685091892204
,,5.672,19.6,1685091892274
,,5.776,19.6,1685091892344
,,5.641,19.6,1685091892416
,,5.360,19.6,1685091892483
,,5.245,19.6,1685091892554
,,5.235,19.6,1685091892624
,,5.183,19.6,1685091892694
,,5.245,19.6,1685091892764
,,5.276,19.6,1685091892834
,,5.224,19.6,1685091892904
,,5.214,19.6,1685091892974
,,5.141,19.6,1685091893044
,,5.047,19.6,1685091893114
,,5.058,19.6,1685091893184
,,5.131,19.6,1685091893254
,,5.193,19.6,1685091893324
,,5.266,19.6,1685091893394
,,5.287,19.6,1685091893463
,,5.287,19.6,1685091893534
,,5.266,19.6,1685091893604
,,5.224,19.6,1685091893674
,,5.183,19.6,1685091893744
,,5.099,19.6,1685091893814
,,5.058,19.6,1685091893884
,,5.047,19.6,1685091893954
,,4.964,19.6,1685091894024
,,4.954,19.6,1685091894094
,,5.058,19.6,1685091894164
,,5.120,19.6,1685091894234
,,5.183,19.6,1685091894303
,,5.183,19.6,1685091894373
,,5.204,19.6,1685091894443
,,5.297,19.6,1685091894514
,,5.443,19.6,1685091894584
,,5.609,19.6,1685091894654
,,5.651,19.6,1685091894723
,,5.620,19.6,1685091894794
,,5.672,19.6,1685091894864
,,5.599,19.6,1685091894933
,,5.464,19.6,1685091895004
,,5.453,19.6,1685091895074
,,5.412,19.6,1685091895214
,,5.422,19.6,1685091895283
,,5.380,19.6,1685091895353
,,5.297,19.6,1685091895423
,,5.151,19.6,1685091895493
,,5.037,19.6,1685091895564
,,5.089,19.6,1685091895634
,,5.245,19.6,1685091895704
,,5.287,19.6,1685091895774
,,5.412,19.6,1685091895979
,,5.516,19.6,1685091896007
,,5.453,19.6,1685091896035
,,5.453,19.6,1685091896163
,,5.474,19.6,1685091896190
,,5.505,19.6,1685091896219
,,5.537,19.6,1685091896346
,,5.578,19.6,1685091896373
,,5.537,19.6,1685091896528
,,5.370,19.6,1685091896554
,,5.162,19.6,1685091896554
,,5.047,19.6,1685091896712
,,4.975,19.6,1685091896713
,,4.933,19.6,1685091896769
,,4.923,19.6,1685091896895
,,4.818,19.6,1685091896922
,,4.725,19.6,1685091897078
,,4.673,19.6,1685091897106
,,4.673,19.6,1685091897106
,,4.662,19.6,1685091897262
,,4.673,19.6,1685091897289
,,4.704,19.6,1685091897474
,,4.725,19.6,1685091897501
,,4.756,19.6,1685091897501
,,4.746,19.6,1685091897630
,,4.746,19.6,1685091897658
,,4.714,19.6,1685091897779
,,4.714,19.6,1685091897806
,,4.694,19.6,1685091897834
,,4.694,19.6,1685091897964
,,4.694,19.6,1685091897991
47.328896666666665,4.086863333333333,4.704,0.0,1685091898000
,,4.704,19.6,1685091898148
,,4.704,19.6,1685091898175
,,4.714,19.6,1685091898201
,,4.704,19.6,1685091898333
,,4.652,19.6,1685091898360
,,4.642,19.6,1685091898390
,,4.621,19.6,1685091898516
,,4.642,19.6,1685091898543
,,4.652,19.6,1685091898701
,,4.694,19.6,1685091898726
,,4.694,19.6,1685091898754
,,4.673,19.6,1685091898884
,,4.662,19.6,1685091898910
,,4.610,19.6,1685091898940
47.32889166666667,4.08686,4.558,0.0,1685091899000
,,4.558,19.6,1685091899070
,,4.527,19.6,1685091899274
,,4.548,19.6,1685091899302
,,4.600,19.6,1685091899302
,,4.662,19.6,1685091899443
,,4.714,19.6,1685091899470
,,4.683,19.6,1685091899500
,,4.652,19.6,1685091899553
,,4.642,19.6,1685091899623
,,4.642,19.6,1685091899693
,,4.631,19.6,1685091899761
,,4.652,19.6,1685091899831
,,4.673,19.6,1685091899901
,,4.725,19.6,1685091899971
47.328893333333326,4.086861666666667,4.746,0.0,1685091900000
,,4.746,19.6,1685091900041
,,4.735,19.6,1685091900111
,,4.704,19.6,1685091900181
,,4.652,19.6,1685091900251
,,4.735,19.6,1685091900391
,,4.808,19.6,1685091900461
,,4.850,19.6,1685091900531
,,4.912,19.6,1685091900603
,,4.975,19.6,1685091900673
,,4.985,19.6,1685091900743
,,4.995,19.6,1685091900813
,,4.943,19.6,1685091900883
47.328896666666665,4.086865,4.995,0.0,1685091901000
,,4.995,19.6,1685091901093
,,4.995,19.6,1685091901163
,,5.016,19.6,1685091901233
,,5.099,19.6,1685091901303
,,5.047,19.6,1685091901373
,,5.016,19.6,1685091901443
,,4.964,19.6,1685091901514
,,4.995,19.6,1685091901583
,,5.027,19.6,1685091901653
,,5.068,19.6,1685091901723
,,5.047,19.6,1685091901793
,,5.089,19.6,1685091901863
,,5.068,19.6,1685091901933
47.328898333333335,4.08686,5.120,0.0,1685091902000
,,5.120,19.6,1685091902003
,,5.110,19.6,1685091902073
,,5.047,19.6,1685091902143
,,5.110,19.6,1685091902214
,,5.183,19.6,1685091902283
,,5.266,19.6,1685091902353
,,5.193,19.6,1685091902423
,,5.120,19.6,1685091902493
,,5.068,19.6,1685091902563
,,5.089,19.6,1685091902633
,,5.079,19.6,1685091902703
,,5.037,19.6,1685091902773
,,4.975,19.6,1685091902843
,,5.016,19.6,1685091902913
,,5.037,19.6,1685091902983
47.328900000000004,4.086863333333333,4.964,0.0,1685091903000
,,4.964,19.6,1685091903053
,,4.881,19.6,1685091903124
,,4.829,19.6,1685091903193
,,4.891,19.6,1685091903263
,,4.891,19.6,1685091903333
,,4.881,19.6,1685091903403
,,4.902,19.6,1685091903473
,,4.943,19.6,1685091903543
,,4.995,19.6,1685091903613
,,5.027,19.6,1685091903683
,,5.006,19.6,1685091903753
,,5.016,19.6,1685091903823
,,5.058,19.6,1685091903893
,,5.079,19.6,1685091903963
47.328900000000004,4.08686,5.058,0.0,1685091904000
,,5.058,19.6,1685091904033
,,5.120,19.6,1685091904103
,,5.256,19.6,1685091904173
,,5.339,19.6,1685091904314
,,5.328,19.6,1685091904383
,,5.391,19.6,1685091904453
,,5.380,19.6,1685091904663
,,5.349,19.6,1685091904733
47.328898333333335,4.086861666666667,5.484,0.0,1685091905000
,,5.484,19.6,1685091905013
,,5.516,19.6,1685091905083
,,5.547,19.6,1685091905155
,,5.599,19.6,1685091905225
,,5.641,19.6,1685091905295
,,5.620,19.6,1685091905365
,,5.526,19.6,1685091905435
,,5.641,19.6,1685091905752
,,5.661,19.6,1685091905776
,,5.547,19.6,1685091905805
,,5.557,19.6,1685091905934
,,5.620,19.6,1685091905957
47.328898333333335,4.086861666666667,5.474,0.0,1685091906000
,,5.474,19.6,1685091906088
,,5.391,19.6,1685091906119
,,5.297,19.6,1685091906272
,,5.245,19.6,1685091906300
,,5.214,19.6,1685091906300
,,5.120,19.6,1685091906474
,,5.110,19.6,1685091906502
,,4.923,19.6,1685091906502
,,4.881,19.6,1685091906647
,,4.995,19.6,1685091906674
,,4.964,19.6,1685091906831
,,4.902,19.6,1685091906855
,,4.975,19.6,1685091906885
47.328896666666665,4.086863333333333,4.995,0.0,1685091907000
,,4.995,19.6,1685091907015
,,4.975,19.6,1685091907041
,,5.006,19.6,1685091907070
,,4.975,19.6,1685091907380
,,4.995,19.6,1685091907747
,,5.183,19.6,1685091907772
,,5.453,19.6,1685091907954
,,5.589,19.6,1685091908024
,,5.495,19.6,1685091908094
,,5.651,19.6,1685091908304
,,5.734,19.6,1685091908375
,,5.786,19.6,1685091908443
,,5.849,19.6,1685091908514
,,6.046,19.6,1685091908584
,,5.953,19.6,1685091908654
,,5.984,19.6,1685091908724
47.328898333333335,4.08686,6.140,0.0,1685091909000
,,6.140,19.6,1685091909005
,,5.994,19.6,1685091909074
,,5.849,19.6,1685091909144
,,5.724,19.6,1685091909214
,,5.765,19.6,1685091909284
,,5.557,19.6,1685091909354
,,5.453,19.6,1685091909424
,,5.495,19.6,1685091909564
,,5.599,19.6,1685091909634
,,5.547,19.6,1685091909704
