latitude,longtitude,depth,temperature,time
,,5.047,20.0,1685092335281
,,5.079,20.0,1685092335353
,,5.068,20.0,1685092335421
,,5.016,20.0,1685092335491
,,5.047,20.0,1685092335561
,,5.089,20.0,1685092335633
,,5.047,20.0,1685092335701
,,5.068,20.0,1685092335771
,,5.120,20.0,1685092335841
,,5.131,20.0,1685092335912
,,5.110,20.0,1685092335981
47.32906,4.086778333333333,5.079,0.0,1685092336000
,,5.079,20.0,1685092336052
,,5.027,20.0,1685092336121
,,5.027,20.0,1685092336191
,,5.047,20.0,1685092336261
,,5.047,20.0,1685092336331
,,5.058,20.0,1685092336404
,,5.037,20.0,1685092336471
,,5.037,20.0,1685092336541
,,5.027,20.0,1685092336611
,,5.016,20.0,1685092336681
,,5.027,20.0,1685092336752
,,5.027,20.0,1685092336821
,,5.006,20.0,1685092336891
,,5.016,20.0,1685092336961
47.32906166666667,4.086776666666666,5.016,0.0,1685092337000
,,5.016,20.0,1685092337031
,,4.995,20.0,1685092337101
,,4.943,20.0,1685092337171
,,4.933,20.0,1685092337241
,,4.933,20.0,1685092337312
,,4.995,20.0,1685092337381
,,5.006,20.0,1685092337451
,,4.985,20.0,1685092337525
,,4.975,20.0,1685092337591
,,4.964,20.0,1685092337661
,,4.975,20.0,1685092337731
,,4.943,20.0,1685092337801
,,4.933,20.0,1685092337871
,,4.995,20.0,1685092337941
47.32906166666667,4.086775,5.058,0.0,1685092338000
47.32906166666667,4.086775,5.058,0.0,1685092338000
,,5.058,20.0,1685092338013
,,5.058,20.0,1685092338081
,,5.027,20.0,1685092338151
,,4.975,20.0,1685092338221
,,4.995,20.0,1685092338291
,,4.985,20.0,1685092338361
,,4.975,20.0,1685092338431
,,4.985,20.0,1685092338501
,,4.985,20.0,1685092338572
,,5.027,20.0,1685092338643
,,5.016,20.0,1685092338712
,,4.985,20.0,1685092338782
,,4.975,20.0,1685092338852
,,4.954,20.0,1685092338922
,,4.975,20.0,1685092338992
47.32906333333334,4.086776666666666,5.006,0.0,1685092339000
,,5.006,20.0,1685092339062
,,5.006,20.0,1685092339132
,,5.047,20.0,1685092339203
,,5.099,20.0,1685092339272
,,5.141,20.0,1685092339342
,,5.151,20.0,1685092339412
,,5.058,20.0,1685092339482
,,5.089,20.0,1685092339552
,,5.141,20.0,1685092339623
,,5.141,20.0,1685092339692
,,5.162,20.0,1685092339762
,,5.193,20.0,1685092339832
,,5.235,20.0,1685092339902
,,5.287,20.0,1685092339972
,,5.276,20.0,1685092340042
,,5.224,20.0,1685092340112
,,5.204,20.0,1685092340273
,,5.235,20.0,1685092340299
,,5.328,20.0,1685092340458
,,5.308,20.0,1685092340485
,,5.256,20.0,1685092340514
,,5.318,20.0,1685092340642
,,5.401,20.0,1685092340669
,,5.401,20.0,1685092340700
,,5.256,20.0,1685092340826
,,5.214,20.0,1685092340852
47.32906333333334,4.086776666666666,5.297,0.0,1685092341000
47.32906166666667,4.086776666666666,5.297,0.0,1685092341000
,,5.297,20.0,1685092341011
,,5.339,20.0,1685092341035
,,5.328,20.0,1685092341035
,,5.256,20.0,1685092341196
,,5.256,20.0,1685092341222
,,5.318,20.0,1685092341252
,,5.391,20.0,1685092341380
,,5.266,20.0,1685092341405
,,5.162,20.0,1685092341570
,,5.183,20.0,1685092341598
,,5.308,20.0,1685092341629
,,5.318,20.0,1685092341769
,,5.224,20.0,1685092341796
,,5.162,20.0,1685092341828
,,5.183,20.0,1685092341943
,,5.256,20.0,1685092341968
,,5.235,20.0,1685092342093
,,5.151,20.0,1685092342128
,,5.037,20.0,1685092342278
,,5.120,20.0,1685092342302
,,5.172,20.0,1685092342302
,,5.151,20.0,1685092342464
,,5.079,20.0,1685092342489
,,5.058,20.0,1685092342519
,,5.058,20.0,1685092342669
,,5.110,20.0,1685092342696
,,5.120,20.0,1685092342839
,,5.027,20.0,1685092342866
,,5.016,20.0,1685092342866
47.32906333333334,4.086775,5.047,0.0,1685092343000
47.32906500000001,4.0867733333333325,5.047,0.0,1685092343000
,,5.047,20.0,1685092343025
,,5.162,20.0,1685092343052
,,5.141,20.0,1685092343083
,,5.099,20.0,1685092343209
,,5.058,20.0,1685092343234
,,5.089,20.0,1685092343395
,,5.131,20.0,1685092343420
,,5.110,20.0,1685092343449
,,5.058,20.0,1685092343580
,,5.027,20.0,1685092343604
,,5.110,20.0,1685092343633
,,5.120,20.0,1685092343766
,,5.089,20.0,1685092343793
,,5.027,20.0,1685092343824
,,5.027,20.0,1685092343892
,,5.016,20.0,1685092343962
47.32906333333334,4.086775,5.037,0.0,1685092344000
,,5.037,20.0,1685092344032
,,5.016,20.0,1685092344102
,,4.975,20.0,1685092344173
,,4.985,20.0,1685092344242
,,4.995,20.0,1685092344312
,,4.995,20.0,1685092344382
,,4.954,20.0,1685092344452
,,4.923,20.0,1685092344522
,,4.975,20.0,1685092344592
,,4.985,20.0,1685092344662
,,4.943,20.0,1685092344732
,,4.975,20.0,1685092344802
,,4.975,20.0,1685092344872
,,4.943,20.0,1685092344942
47.32906333333334,4.0867733333333325,4.954,0.0,1685092345000
,,4.954,20.0,1685092345012
,,4.912,20.0,1685092345082
,,4.891,20.0,1685092345152
,,4.881,20.0,1685092345222
,,4.912,20.0,1685092345292
,,4.923,20.0,1685092345362
,,4.902,20.0,1685092345432
,,4.881,20.0,1685092345502
,,4.923,20.0,1685092345572
,,4.943,20.0,1685092345642
,,4.912,20.0,1685092345712
,,4.912,20.0,1685092345782
,,4.902,20.0,1685092345852
,,4.902,20.0,1685092345922
,,4.912,20.0,1685092345992
47.32906333333334,4.086775,4.912,0.0,1685092346000
,,4.912,20.0,1685092346062
,,4.860,20.0,1685092346132
,,4.881,20.0,1685092346202
,,4.923,20.0,1685092346272
,,4.943,20.0,1685092346342
,,4.933,20.0,1685092346412
,,4.923,20.0,1685092346483
,,4.985,20.0,1685092346552
,,5.099,20.0,1685092346622
,,5.151,20.0,1685092346694
,,5.172,20.0,1685092346762
,,5.193,20.0,1685092346832
,,5.193,20.0,1685092346902
,,5.256,20.0,1685092346972
47.32906166666667,4.0867733333333325,5.235,0.0,1685092347000
,,5.235,20.0,1685092347042
,,5.235,20.0,1685092347112
,,5.224,20.0,1685092347182
,,5.287,20.0,1685092347252
,,5.287,20.0,1685092347322
,,5.224,20.0,1685092347392
,,5.120,20.0,1685092347462
,,5.099,20.0,1685092347533
,,5.120,20.0,1685092347602
,,5.079,20.0,1685092347674
,,5.058,20.0,1685092347742
,,5.110,20.0,1685092347812
,,5.172,20.0,1685092347882
,,5.151,20.0,1685092347952
47.32906166666667,4.0867733333333325,5.183,0.0,1685092348000
,,5.183,20.0,1685092348022
,,5.193,20.0,1685092348092
,,5.256,20.0,1685092348162
,,5.287,20.0,1685092348232
,,5.339,20.0,1685092348302
,,5.360,20.0,1685092348372
,,5.401,20.0,1685092348442
,,5.453,20.0,1685092348512
,,5.453,20.0,1685092348582
,,5.339,20.0,1685092348652
,,5.287,20.0,1685092348722
,,5.297,20.0,1685092348792
,,5.224,20.0,1685092348862
,,5.183,20.0,1685092348932
47.32906166666667,4.0867733333333325,5.256,0.0,1685092349000
,,5.256,20.0,1685092349002
,,5.339,20.0,1685092349072
,,5.349,20.0,1685092349142
,,5.297,20.0,1685092349212
,,5.224,20.0,1685092349282
,,5.151,20.0,1685092349352
,,5.162,20.0,1685092349422
,,5.245,20.0,1685092349492
,,5.297,20.0,1685092349563
,,5.287,20.0,1685092349632
,,5.297,20.0,1685092349702
,,5.328,20.0,1685092349771
,,5.224,20.0,1685092349842
,,5.110,20.0,1685092349912
,,5.089,20.0,1685092350080
,,5.110,20.0,1685092350111
,,5.162,20.0,1685092350142
,,5.256,20.0,1685092350270
,,5.245,20.0,1685092350300
,,5.162,20.0,1685092350425
,,5.099,20.0,1685092350451
,,5.131,20.0,1685092350610
,,5.162,20.0,1685092350635
,,5.151,20.0,1685092350636
,,5.183,20.0,1685092350795
,,5.224,20.0,1685092350824
,,5.328,20.0,1685092350824
,,5.412,20.0,1685092350981
47.32906166666667,4.086775,5.349,0.0,1685092351000
47.32906,4.086775,5.349,0.0,1685092351000
,,5.349,20.0,1685092351011
,,5.276,20.0,1685092351166
,,5.256,20.0,1685092351192
,,5.308,20.0,1685092351219
,,5.349,20.0,1685092351365
,,5.391,20.0,1685092351392
,,5.370,20.0,1685092351392
,,5.349,20.0,1685092351542
,,5.370,20.0,1685092351567
,,5.360,20.0,1685092351728
,,5.245,20.0,1685092351756
,,5.131,20.0,1685092351756
,,5.151,20.0,1685092351913
,,5.151,20.0,1685092351940
,,5.162,20.0,1685092351971
47.32906166666667,4.086778333333333,5.120,0.0,1685092352000
,,5.120,20.0,1685092352098
,,5.027,20.0,1685092352131
,,4.902,20.0,1685092352163
,,4.891,20.0,1685092352223
,,4.923,20.0,1685092352293
,,4.912,20.0,1685092352364
,,4.923,20.0,1685092352432
,,4.975,20.0,1685092352503
,,5.037,20.0,1685092352573
,,5.068,20.0,1685092352642
,,5.068,20.0,1685092352713
,,5.068,20.0,1685092352782
,,5.068,20.0,1685092352852
,,5.141,20.0,1685092352923
,,5.193,20.0,1685092352992
47.32906166666667,4.08678,5.193,0.0,1685092353000
,,5.193,20.0,1685092353063
,,5.131,20.0,1685092353133
,,5.089,20.0,1685092353203
,,5.110,20.0,1685092353272
,,5.131,20.0,1685092353343
,,5.141,20.0,1685092353413
,,5.110,20.0,1685092353482
,,5.068,20.0,1685092353554
,,5.058,20.0,1685092353622
,,5.079,20.0,1685092353692
,,5.089,20.0,1685092353762
,,5.089,20.0,1685092353833
,,5.089,20.0,1685092353902
,,5.099,20.0,1685092353973
,,5.151,20.0,1685092354042
,,5.110,20.0,1685092354112
,,5.068,20.0,1685092354182
,,5.016,20.0,1685092354252
,,5.006,20.0,1685092354322
,,5.037,20.0,1685092354393
,,5.058,20.0,1685092354463
,,5.027,20.0,1685092354532
,,4.995,20.0,1685092354603
,,4.985,20.0,1685092354673
,,4.995,20.0,1685092354743
,,4.985,20.0,1685092354812
,,4.964,20.0,1685092354882
,,5.016,20.0,1685092354952
47.32905833333333,4.086785000000001,5.047,0.0,1685092355000
,,5.047,20.0,1685092355023
,,5.099,20.0,1685092355092
,,5.120,20.0,1685092355163
,,5.110,20.0,1685092355233
,,5.079,20.0,1685092355303
,,5.089,20.0,1685092355372
,,5.131,20.0,1685092355442
,,5.151,20.0,1685092355512
,,5.204,20.0,1685092355582
,,5.224,20.0,1685092355652
,,5.214,20.0,1685092355722
,,5.193,20.0,1685092355792
,,5.193,20.0,1685092355863
,,5.162,20.0,1685092355932
47.329055000000004,4.086788333333333,5.141,0.0,1685092356000
47.329053333333334,4.086791666666667,5.141,0.0,1685092356000
,,5.141,20.0,1685092356006
,,5.172,20.0,1685092356073
,,5.287,20.0,1685092356142
,,5.401,20.0,1685092356212
,,5.401,20.0,1685092356282
,,5.360,20.0,1685092356352
,,5.308,20.0,1685092356422
,,5.276,20.0,1685092356493
,,5.401,20.0,1685092356562
,,5.537,20.0,1685092356703
,,5.537,20.0,1685092356773
,,5.578,20.0,1685092356843
,,5.682,20.0,1685092356913
,,5.682,20.0,1685092356984
47.329051666666665,4.0867949999999995,5.568,0.0,1685092357000
,,5.568,20.0,1685092357054
,,5.422,20.0,1685092357123
,,5.432,20.0,1685092357193
,,5.568,20.0,1685092357264
,,5.620,20.0,1685092357334
,,5.599,20.0,1685092357404
,,5.474,20.0,1685092357473
,,5.308,20.0,1685092357543
,,5.287,20.0,1685092357613
,,5.287,20.0,1685092357683
,,5.224,20.0,1685092357754
,,5.193,20.0,1685092357823
,,5.214,20.0,1685092357894
,,5.266,20.0,1685092357963
,,5.193,20.0,1685092358033
,,5.058,20.0,1685092358103
,,5.016,20.0,1685092358263
,,5.047,20.0,1685092358289
,,5.131,20.0,1685092358444
,,5.183,20.0,1685092358473
,,5.214,20.0,1685092358473
,,5.193,20.0,1685092358628
,,5.204,20.0,1685092358656
,,5.235,20.0,1685092358688
,,5.276,20.0,1685092358812
,,5.339,20.0,1685092358841
,,5.370,20.0,1685092358997
47.32904833333334,4.0867949999999995,5.360,0.0,1685092359000
,,5.360,20.0,1685092359026
,,5.401,20.0,1685092359026
,,5.401,20.0,1685092359182
,,5.474,20.0,1685092359211
,,5.578,20.0,1685092359243
,,5.578,20.0,1685092359366
,,5.568,20.0,1685092359395
,,5.568,20.0,1685092359551
,,5.537,20.0,1685092359579
,,5.484,20.0,1685092359580
,,5.432,20.0,1685092359763
,,5.422,20.0,1685092359794
,,5.443,20.0,1685092359929
,,5.432,20.0,1685092359957
47.32904666666666,4.086796666666667,5.401,0.0,1685092360000
,,5.401,20.0,1685092360080
,,5.266,20.0,1685092360081
,,5.141,20.0,1685092360266
,,5.110,20.0,1685092360294
,,5.141,20.0,1685092360294
,,5.162,20.0,1685092360451
,,5.183,20.0,1685092360479
,,5.204,20.0,1685092360509
,,5.224,20.0,1685092360663
,,5.172,20.0,1685092360690
,,5.141,20.0,1685092360828
,,5.131,20.0,1685092360855
,,5.110,20.0,1685092360855
47.32904166666667,4.086798333333333,5.183,0.0,1685092361000
47.32903833333333,4.0867949999999995,5.183,0.0,1685092361000
,,5.183,20.0,1685092361013
,,5.245,20.0,1685092361043
,,5.276,20.0,1685092361075
,,5.245,20.0,1685092361195
,,5.214,20.0,1685092361225
,,5.183,20.0,1685092361381
,,5.162,20.0,1685092361409
,,5.151,20.0,1685092361409
,,5.141,20.0,1685092361567
,,5.141,20.0,1685092361597
,,5.151,20.0,1685092361627
,,5.172,20.0,1685092361767
,,5.183,20.0,1685092361794
,,5.172,20.0,1685092361825
,,5.162,20.0,1685092361885
,,5.131,20.0,1685092361955
47.329035000000005,4.086796666666667,5.089,0.0,1685092362000
,,5.089,20.0,1685092362025
,,5.068,20.0,1685092362097
,,5.047,20.0,1685092362165
,,5.047,20.0,1685092362235
,,5.016,20.0,1685092362305
,,5.027,20.0,1685092362375
,,5.016,20.0,1685092362445
,,4.975,20.0,1685092362515
,,4.923,20.0,1685092362585
,,4.881,20.0,1685092362655
,,4.870,20.0,1685092362725
,,4.870,20.0,1685092362795
,,4.923,20.0,1685092362865
,,4.975,20.0,1685092362935
47.329035000000005,4.0867949999999995,5.016,0.0,1685092363000
,,5.016,20.0,1685092363005
,,5.027,20.0,1685092363075
,,4.975,20.0,1685092363145
,,4.954,20.0,1685092363215
,,4.933,20.0,1685092363285
,,4.912,20.0,1685092363355
,,4.943,20.0,1685092363425
,,4.954,20.0,1685092363496
,,4.954,20.0,1685092363565
,,4.975,20.0,1685092363635
,,4.964,20.0,1685092363705
,,4.954,20.0,1685092363775
,,4.923,20.0,1685092363845
,,4.870,20.0,1685092363916
,,4.881,20.0,1685092363985
47.329033333333335,4.0867949999999995,4.850,0.0,1685092364000
,,4.850,20.0,1685092364055
,,4.829,20.0,1685092364125
,,4.808,20.0,1685092364195
,,4.808,20.0,1685092364265
,,4.798,20.0,1685092364335
,,4.808,20.0,1685092364405
,,4.777,20.0,1685092364475
,,4.787,20.0,1685092364892
,,4.725,20.0,1685092364965
,,4.777,20.0,1685092365035
,,4.923,20.0,1685092365175
,,4.943,20.0,1685092365245
,,4.975,20.0,1685092365315
,,4.985,20.0,1685092365385
,,5.016,20.0,1685092365455
,,5.037,20.0,1685092365525
,,5.068,20.0,1685092365595
,,5.058,20.0,1685092365665
,,5.037,20.0,1685092365735
,,4.995,20.0,1685092365805
,,5.037,20.0,1685092365876
,,4.975,20.0,1685092365946
47.329031666666666,4.0867933333333335,4.829,0.0,1685092366000
47.329028333333326,4.086796666666667,4.829,0.0,1685092366000
,,4.829,20.0,1685092366016
,,4.787,20.0,1685092366086
,,4.850,20.0,1685092366226
,,4.891,20.0,1685092366296
,,4.860,20.0,1685092366366
,,4.829,20.0,1685092366436
,,4.746,20.0,1685092366506
,,4.725,20.0,1685092366576
,,4.839,20.0,1685092366646
,,4.975,20.0,1685092366716
,,5.027,20.0,1685092366786
,,5.120,20.0,1685092366856
,,5.224,20.0,1685092366926
,,5.266,20.0,1685092366996
,,5.204,20.0,1685092367066
,,5.183,20.0,1685092367136
,,5.235,20.0,1685092367206
,,5.245,20.0,1685092367276
,,5.328,20.0,1685092367346
,,5.339,20.0,1685092367417
,,5.172,20.0,1685092367486
,,5.058,20.0,1685092367556
,,4.964,20.0,1685092367626
,,4.912,20.0,1685092367696
,,4.923,20.0,1685092367767
,,4.923,20.0,1685092367836
,,5.006,20.0,1685092367906
47.329028333333326,4.086801666666667,4.975,0.0,1685092368000
47.329028333333326,4.086805,4.975,0.0,1685092368000
,,4.975,20.0,1685092368066
,,4.912,20.0,1685092368092
,,4.902,20.0,1685092368255
,,4.870,20.0,1685092368279
,,4.850,20.0,1685092368279
,,4.943,20.0,1685092368408
,,4.995,20.0,1685092368435
,,5.047,20.0,1685092368594
,,5.058,20.0,1685092368623
,,5.037,20.0,1685092368623
,,5.006,20.0,1685092368778
,,4.975,20.0,1685092368807
,,5.037,20.0,1685092368835
,,5.131,20.0,1685092368964
,,5.120,20.0,1685092368992
,,5.079,20.0,1685092369149
,,5.068,20.0,1685092369183
,,5.006,20.0,1685092369183
,,5.047,20.0,1685092369355
,,5.172,20.0,1685092369383
,,5.141,20.0,1685092369526
,,5.141,20.0,1685092369555
,,5.151,20.0,1685092369711
,,5.172,20.0,1685092369739
,,5.193,20.0,1685092369771
,,5.151,20.0,1685092369897
,,5.162,20.0,1685092369924
,,5.193,20.0,1685092369956
47.32902666666667,4.086808333333334,5.162,0.0,1685092370000
47.329025,4.086813333333334,5.162,0.0,1685092370000
,,5.162,20.0,1685092370082
,,5.193,20.0,1685092370107
,,5.183,20.0,1685092370146
,,5.016,20.0,1685092370216
,,5.099,20.0,1685092370286
,,5.120,20.0,1685092370356
,,5.079,20.0,1685092370428
,,5.089,20.0,1685092370498
,,5.079,20.0,1685092370568
,,5.089,20.0,1685092370638
,,5.089,20.0,1685092370708
,,5.089,20.0,1685092370777
,,5.099,20.0,1685092370847
,,5.089,20.0,1685092370917
,,5.047,20.0,1685092370987
47.32902666666667,4.0868166666666665,5.068,0.0,1685092371000
,,5.068,20.0,1685092371058
,,4.995,20.0,1685092371130
,,4.954,20.0,1685092371198
,,4.964,20.0,1685092371268
,,4.933,20.0,1685092371338
,,4.870,20.0,1685092371410
,,4.860,20.0,1685092371478
,,4.860,20.0,1685092371548
,,4.818,20.0,1685092371618
,,4.829,20.0,1685092371688
,,4.839,20.0,1685092371757
,,4.881,20.0,1685092371827
,,4.881,20.0,1685092371898
,,4.902,20.0,1685092371967
,,4.881,20.0,1685092372041
,,4.870,20.0,1685092372108
,,4.912,20.0,1685092372178
,,5.016,20.0,1685092372248
,,5.089,20.0,1685092372318
,,5.141,20.0,1685092372388
,,5.141,20.0,1685092372458
,,5.110,20.0,1685092372527
,,5.131,20.0,1685092372597
,,5.151,20.0,1685092372668
,,5.151,20.0,1685092372738
,,5.193,20.0,1685092372808
,,5.287,20.0,1685092372878
,,5.328,20.0,1685092372947
47.329028333333326,4.0868183333333326,5.339,0.0,1685092373000
47.329028333333326,4.086821666666666,5.339,0.0,1685092373000
,,5.339,20.0,1685092373017
,,5.318,20.0,1685092373088
,,5.276,20.0,1685092373157
,,5.224,20.0,1685092373227
,,5.245,20.0,1685092373298
,,5.391,20.0,1685092373368
,,5.484,20.0,1685092373438
,,5.464,20.0,1685092373508
,,5.484,20.0,1685092373578
,,5.401,20.0,1685092373648
,,5.297,20.0,1685092373718
,,5.245,20.0,1685092373787
,,5.276,20.0,1685092373858
,,5.297,20.0,1685092373928
,,5.318,20.0,1685092373997
,,5.370,20.0,1685092374067
,,5.391,20.0,1685092374137
,,5.256,20.0,1685092374207
,,5.172,20.0,1685092374277
,,5.214,20.0,1685092374347
,,5.214,20.0,1685092374417
,,5.256,20.0,1685092374487
,,5.287,20.0,1685092374557
,,5.308,20.0,1685092374628
,,5.391,20.0,1685092374767
,,5.443,20.0,1685092374837
,,5.474,20.0,1685092374907
,,5.464,20.0,1685092374981
47.329031666666666,4.08683,5.474,0.0,1685092375000
,,5.474,20.0,1685092375051
,,5.568,20.0,1685092375121
,,5.578,20.0,1685092375191
,,5.557,20.0,1685092375261
,,5.568,20.0,1685092375331
,,5.578,20.0,1685092375401
,,5.609,20.0,1685092375471
,,5.620,20.0,1685092375541
,,5.547,20.0,1685092375611
,,5.464,20.0,1685092375681
,,5.432,20.0,1685092375751
,,5.443,20.0,1685092375821
,,5.432,20.0,1685092375891
,,5.391,20.0,1685092375961
47.329031666666666,4.086836666666667,5.391,0.0,1685092376000
,,5.391,20.0,1685092376031
,,5.401,20.0,1685092376254
,,5.380,20.0,1685092376283
,,5.401,20.0,1685092376284
,,5.412,20.0,1685092376427
,,5.422,20.0,1685092376457
,,5.474,20.0,1685092376457
,,5.495,20.0,1685092376612
,,5.495,20.0,1685092376640
,,5.495,20.0,1685092376797
,,5.505,20.0,1685092376823
,,5.526,20.0,1685092376823
,,5.547,20.0,1685092376981
47.329035000000005,4.086838333333334,5.557,0.0,1685092377000
,,5.557,20.0,1685092377008
,,5.630,20.0,1685092377039
,,5.609,20.0,1685092377167
,,5.578,20.0,1685092377193
,,5.557,20.0,1685092377351
,,5.568,20.0,1685092377381
,,5.557,20.0,1685092377407
,,5.568,20.0,1685092377536
,,5.589,20.0,1685092377565
,,5.599,20.0,1685092377596
,,5.599,20.0,1685092377720
,,5.589,20.0,1685092377749
,,5.557,20.0,1685092377905
,,5.422,20.0,1685092377933
47.32903833333333,4.086841666666667,5.422,0.0,1685092378000
,,5.422,20.0,1685092378057
,,5.432,20.0,1685092378088
,,5.484,20.0,1685092378088
,,5.474,20.0,1685092378243
,,5.484,20.0,1685092378272
,,5.484,20.0,1685092378303
,,5.443,20.0,1685092378428
,,5.443,20.0,1685092378454
,,5.453,20.0,1685092378614
,,5.474,20.0,1685092378640
,,5.526,20.0,1685092378640
,,5.630,20.0,1685092378800
,,5.661,20.0,1685092378832
,,5.661,20.0,1685092378832
,,5.641,20.0,1685092378985
47.32903833333333,4.086838333333334,5.609,0.0,1685092379000
,,5.609,20.0,1685092379016
,,5.589,20.0,1685092379171
,,5.609,20.0,1685092379199
,,5.641,20.0,1685092379199
,,5.651,20.0,1685092379356
,,5.651,20.0,1685092379385
,,5.641,20.0,1685092379417
,,5.599,20.0,1685092379553
,,5.526,20.0,1685092379583
,,5.495,20.0,1685092379732
,,5.526,20.0,1685092379758
,,5.526,20.0,1685092379810
,,5.568,20.0,1685092379880
,,5.599,20.0,1685092379950
47.32904,4.08684,5.620,0.0,1685092380000
,,5.620,20.0,1685092380022
,,5.630,20.0,1685092380091
,,5.578,20.0,1685092380160
,,5.609,20.0,1685092380231
,,5.682,20.0,1685092380300
,,5.745,20.0,1685092380371
,,5.786,20.0,1685092380444
,,5.765,20.0,1685092380511
,,5.713,20.0,1685092380580
,,5.734,20.0,1685092380650
,,5.745,20.0,1685092380720
,,5.713,20.0,1685092380790
,,5.682,20.0,1685092380860
,,5.661,20.0,1685092380930
47.329044999999994,4.086841666666667,5.672,0.0,1685092381000
,,5.672,20.0,1685092381002
,,5.630,20.0,1685092381070
,,5.537,20.0,1685092381140
,,5.464,20.0,1685092381210
,,5.443,20.0,1685092381280
,,5.453,20.0,1685092381350
,,5.464,20.0,1685092381421
,,5.443,20.0,1685092381490
,,5.412,20.0,1685092381560
,,5.401,20.0,1685092381630
,,5.412,20.0,1685092381701
,,5.391,20.0,1685092381771
,,5.370,20.0,1685092381840
,,5.370,20.0,1685092381910
,,5.412,20.0,1685092381980
47.32904666666666,4.086841666666667,5.464,0.0,1685092382000
,,5.464,20.0,1685092382052
,,5.505,20.0,1685092382120
,,5.495,20.0,1685092382190
,,5.474,20.0,1685092382260
,,5.474,20.0,1685092382330
,,5.474,20.0,1685092382400
,,5.474,20.0,1685092382540
,,5.474,20.0,1685092382610
,,5.474,20.0,1685092382680
,,5.505,20.0,1685092382751
,,5.568,20.0,1685092382820
,,5.620,20.0,1685092382890
,,5.630,20.0,1685092382960
47.32904833333334,4.086844999999999,5.609,0.0,1685092383000
,,5.609,20.0,1685092383031
,,5.589,20.0,1685092383100
,,5.589,20.0,1685092383170
,,5.589,20.0,1685092383240
,,5.589,20.0,1685092383311
,,5.568,20.0,1685092383380
,,5.547,20.0,1685092383451
,,5.537,20.0,1685092383520
,,5.516,20.0,1685092383590
,,5.474,20.0,1685092383660
,,5.412,20.0,1685092383731
,,5.380,20.0,1685092383800
,,5.401,20.0,1685092383870
,,5.401,20.0,1685092383940
47.32905000000001,4.086844999999999,5.401,0.0,1685092384000
47.329051666666665,4.086846666666667,5.401,0.0,1685092384000
,,5.401,20.0,1685092384010
,,5.453,20.0,1685092384082
,,5.516,20.0,1685092384150
,,5.568,20.0,1685092384220
,,5.589,20.0,1685092384290
,,5.589,20.0,1685092384361
,,5.599,20.0,1685092384430
,,5.630,20.0,1685092384500
,,5.661,20.0,1685092384570
,,5.672,20.0,1685092384640
,,5.682,20.0,1685092384710
,,5.745,20.0,1685092384780
,,5.807,20.0,1685092384851
,,5.807,20.0,1685092384920
,,5.776,20.0,1685092384990
,,5.765,20.0,1685092385060
,,5.776,20.0,1685092385131
,,5.776,20.0,1685092385200
,,5.797,20.0,1685092385270
,,5.818,20.0,1685092385340
,,5.838,20.0,1685092385414
,,5.849,20.0,1685092385480
,,5.870,20.0,1685092385550
,,5.818,20.0,1685092385620
,,5.724,20.0,1685092385690
,,5.672,20.0,1685092385760
,,5.682,20.0,1685092385830
,,5.672,20.0,1685092385900
47.32904833333334,4.086851666666666,5.641,0.0,1685092386000
47.329044999999994,4.086853333333334,5.641,0.0,1685092386000
,,5.641,20.0,1685092386041
,,5.599,20.0,1685092386070
,,5.568,20.0,1685092386226
,,5.568,20.0,1685092386251
,,5.568,20.0,1685092386379
,,5.547,20.0,1685092386406
,,5.484,20.0,1685092386406
,,5.453,20.0,1685092386562
,,5.568,20.0,1685092386588
,,5.641,20.0,1685092386619
,,5.630,20.0,1685092386751
,,5.589,20.0,1685092386780
,,5.620,20.0,1685092386937
,,5.703,20.0,1685092386966
,,5.745,20.0,1685092386966
,,5.703,20.0,1685092387122
,,5.672,20.0,1685092387155
,,5.713,20.0,1685092387186
,,5.776,20.0,1685092387308
,,5.755,20.0,1685092387337
,,5.693,20.0,1685092387492
,,5.682,20.0,1685092387519
,,5.786,20.0,1685092387519
,,5.870,20.0,1685092387679
,,5.849,20.0,1685092387706
,,5.765,20.0,1685092387738
,,5.724,20.0,1685092387864
,,5.745,20.0,1685092387894
47.32904666666666,4.086853333333334,5.745,0.0,1685092388000
47.329044999999994,4.086853333333334,5.745,0.0,1685092388000
,,5.745,20.0,1685092388048
,,5.661,20.0,1685092388078
,,5.599,20.0,1685092388078
,,5.651,20.0,1685092388143
,,5.693,20.0,1685092388211
,,5.661,20.0,1685092388280
,,5.547,20.0,1685092388350
,,5.464,20.0,1685092388420
,,5.484,20.0,1685092388490
,,5.516,20.0,1685092388560
,,5.526,20.0,1685092388632
,,5.526,20.0,1685092388702
,,5.557,20.0,1685092388772
,,5.630,20.0,1685092388843
,,5.661,20.0,1685092388912
,,5.589,20.0,1685092388982
47.329044999999994,4.086855,5.537,0.0,1685092389000
,,5.537,20.0,1685092389052
,,5.526,20.0,1685092389122
,,5.609,20.0,1685092389192
,,5.641,20.0,1685092389263
,,5.641,20.0,1685092389332
,,5.620,20.0,1685092389402
,,5.682,20.0,1685092389472
,,5.745,20.0,1685092389542
,,5.713,20.0,1685092389612
,,5.630,20.0,1685092389682
,,5.568,20.0,1685092389752
,,5.609,20.0,1685092389822
,,5.651,20.0,1685092389892
,,5.661,20.0,1685092389962
,,5.703,20.0,1685092390032
,,5.849,20.0,1685092390102
,,5.963,20.0,1685092390173
